AnimalID,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome,percent,Health_condition,SexOutcome,WildMammalsOrNot,DaysInShelter
A760796,10,Del Valle,Stray,Normal,Cat,Unknown,365,Domestic Cat Breed,Black,10,10,Unknown,368,0.0,1.1363636363636365,Healthy,Unknown,Not Wild Mammals,2-3 days
A674955,3,Austin,Stray,Normal,Dog,Intact Female,334,Terrier Dog Breed,Bi color,3,4,Intact Female,342,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A752146,6,Travis,Stray,Normal,Cat,Intact Male,76,Domestic Cat Breed,Black,6,4,Intact Male,82,1.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A696877,2,Pflugerville,Stray,Normal,Dog,Neutered Male,730,Retriever Dog Breed,Bi color,3,2,Neutered Male,756,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A716580,11,Travis,Stray,Normal,Dog,Intact Female,365,Herding Dog Breed,Black,12,11,Spayed Female,400,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A685515,8,Austin,Stray,Normal,Dog,Intact Female,1826,Toy Breed,Bi color,8,8,Spayed Female,1839,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A769995,4,Austin,Stray,Normal,Dog,Intact Male,0,Terrier Dog Breed,Brown series,6,4,Neutered Male,63,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A804332,9,Austin,Stray,Normal,Dog,Intact Female,730,Retriever Dog Breed,Bi color,9,9,Spayed Female,747,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A754900,7,Austin,Stray,Normal,Dog,Spayed Female,1826,Hound Dong Breed,Pattern,8,7,Spayed Female,1835,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A703918,5,Austin,Owner Surrender,Normal,Cat,Intact Female,54,Domestic Cat Breed,Pattern,6,4,Intact Female,63,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A804748,9,Austin,Wildlife,Normal,Other,Unknown,730,Bat,Brown series,9,9,Unknown,730,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A723157,3,Austin,Stray,Normal,Dog,Intact Female,365,Hound Dong Breed,Red series,3,3,Spayed Female,367,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A690844,10,Austin,Stray,Injured,Cat,Spayed Female,2191,Domestic Cat Breed,Pattern,10,10,Spayed Female,2191,0.0,0.38314176245210724,Unhealthy,Sterilized,Not Wild Mammals,0-1 days
A786805,1,Austin,Stray,Normal,Dog,Intact Male,1826,Toy Breed,Brown series,2,1,Neutered Male,1858,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A786056,12,Travis,Stray,Sick,Dog,Intact Male,3652,Working Dog Breed,Bi color,12,12,Intact Male,3656,0.0,0.15552099533437014,Unhealthy,Intact,Not Wild Mammals,more than 3 days
A800782,7,Austin,Stray,Normal,Dog,Intact Male,48,Retriever Dog Breed,Bi color,8,6,Neutered Male,57,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A699601,3,Austin,Public Assist,Normal,Dog,Spayed Female,730,Hound Dong Breed,Bi color,3,3,Spayed Female,730,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A702301,5,Austin,Stray,Injured,Cat,Intact Female,4017,Domestic Cat Breed,Black,5,5,Intact Female,4017,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A764807,7,Austin,Stray,Normal,Dog,Spayed Female,624,Retriever Dog Breed,Brown series,7,10,Spayed Female,624,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A755233,7,Austin,Stray,Normal,Cat,Intact Female,33,Domestic Cat Breed,Blue series,8,6,Intact Female,41,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A696636,6,Austin,Owner Surrender,Normal,Dog,Spayed Female,1576,Toy Breed,Bi color,6,2,Spayed Female,1578,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A715707,11,Austin,Owner Surrender,Normal,Other,Intact Female,365,Pig,Brown series,11,11,Intact Female,366,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A730771,7,Austin,Stray,Normal,Cat,Unknown,4,Domestic Cat Breed,Pattern,7,7,Unknown,4,0.0,0.38314176245210724,Healthy,Unknown,Not Wild Mammals,0-1 days
A783818,11,Austin,Wildlife,Normal,Other,Unknown,365,Bat,Black,11,11,Unknown,365,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A719785,1,Austin,Stray,Injured,Cat,Intact Male,730,Shorthair Cat Breed,Pattern,2,1,Intact Male,752,1.0,0.15552099533437014,Unhealthy,Intact,Not Wild Mammals,more than 3 days
A765863,1,Austin,Stray,Normal,Dog,Intact Male,731,Retriever Dog Breed,Bi color,2,1,Neutered Male,740,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A769999,4,Austin,Public Assist,Sick,Dog,Intact Female,59,Retriever Dog Breed,White,4,2,Intact Female,59,0.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A754129,9,Austin,Owner Surrender,Normal,Cat,Spayed Female,2975,Domestic Cat Breed,Pattern,10,7,Spayed Female,3012,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A702571,5,Austin,Stray,Normal,Dog,Neutered Male,1095,Toy Breed,Bi color,5,5,Neutered Male,1096,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A777489,7,Austin,Public Assist,Normal,Dog,Intact Male,2192,Terrier Dog Breed,Red series,8,7,Intact Male,2200,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A810007,12,Austin,Stray,Normal,Cat,Intact Female,61,Domestic Cat Breed,Pattern,12,10,Intact Female,82,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A676209,4,Austin,Stray,Normal,Dog,Intact Male,5,Retriever Dog Breed,Gold series,7,4,Neutered Male,114,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A678042,5,Austin,Stray,Normal,Dog,Intact Female,2922,Working Dog Breed,Bi color,5,5,Spayed Female,2923,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A699929,10,Austin,Public Assist,Normal,Dog,Intact Male,1281,Toy Breed,Brown series,10,4,Neutered Male,1284,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A790787,3,Austin,Stray,Normal,Dog,Intact Female,730,Retriever Dog Breed,Bi color,4,3,Spayed Female,747,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A391379,11,Austin,Stray,Normal,Dog,Neutered Male,5826,Toy Breed,Bi color,11,12,Neutered Male,5828,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A683653,7,Austin,Stray,Normal,Dog,Intact Male,242,Retriever Dog Breed,Bi color,7,11,Neutered Male,254,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A681283,6,Austin,Stray,Normal,Dog,Intact Male,92,Terrier Dog Breed,Brown series,6,3,Neutered Male,98,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A802815,8,Austin,Stray,Normal,Dog,Intact Female,92,Retriever Dog Breed,Brown series,8,5,Spayed Female,96,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A678673,5,Austin,Stray,Normal,Cat,Unknown,35,Domestic Cat Breed,Black,5,4,Unknown,41,0.0,0.15552099533437014,Healthy,Unknown,Not Wild Mammals,more than 3 days
A754032,7,Austin,Owner Surrender,Normal,Dog,Neutered Male,4748,Herding Dog Breed,Bi color,7,7,Neutered Male,4751,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A666319,10,Austin,Stray,Normal,Cat,Spayed Female,2922,Longhair Cat Breed,Pattern,11,10,Spayed Female,2932,1.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A759254,11,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,95,Shorthair Cat Breed,Pattern,11,7,Spayed Female,97,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A622877,9,Austin,Public Assist,Normal,Dog,Neutered Male,2796,Hound Dong Breed,Bi color,9,1,Neutered Male,2805,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A681422,6,Travis,Stray,Normal,Dog,Intact Male,1096,Terrier Dog Breed,Bi color,3,6,Neutered Male,1378,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A684398,7,Austin,Stray,Normal,Dog,Intact Female,52,Toy Breed,Bi color,8,6,Spayed Female,73,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A685911,8,Austin,Stray,Normal,Dog,Intact Male,730,Terrier Dog Breed,Bi color,8,8,Intact Male,730,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A759118,9,Pflugerville,Stray,Normal,Cat,Intact Male,43,Domestic Cat Breed,Pattern,11,8,Neutered Male,92,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A695851,1,Austin,Stray,Injured,Bird,Unknown,730,Chicken,Bi color,1,1,Unknown,730,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A796624,6,Austin,Stray,Normal,Dog,Intact Male,365,Hound Dong Breed,Bi color,6,6,Neutered Male,371,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A465930,12,Austin,Stray,Normal,Dog,Spayed Female,4286,Retriever Dog Breed,Bi color,12,3,Spayed Female,4286,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A687253,9,Austin,Owner Surrender,Normal,Dog,Spayed Female,184,Toy Breed,Gray,9,3,Spayed Female,185,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A689315,10,Austin,Public Assist,Sick,Cat,Neutered Male,4014,Domestic Cat Breed,Bi color,10,10,Neutered Male,4021,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A746415,4,Austin,Stray,Normal,Cat,Intact Female,59,Domestic Cat Breed,Pattern,4,2,Spayed Female,63,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A701932,5,Austin,Stray,Normal,Dog,Intact Female,1826,Working Dog Breed,Black,5,5,Spayed Female,1836,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A675110,3,Austin,Stray,Normal,Dog,Intact Female,74,Terrier Dog Breed,Pattern,3,1,Spayed Female,78,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A757067,8,Austin,Wildlife,Injured,Bird,Unknown,731,Large bird,Black,8,8,Unknown,731,0.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A668315,12,Austin,Stray,Normal,Dog,Intact Female,1461,Toy Breed,Bi color,12,12,Intact Female,1472,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A697713,11,Austin,Stray,Normal,Dog,Neutered Male,623,Working Dog Breed,Bi color,11,2,Neutered Male,626,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A714061,10,Austin,Stray,Normal,Dog,Intact Male,365,Terrier Dog Breed,Bi color,10,10,Neutered Male,367,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A733086,8,Austin,Stray,Normal,Dog,Spayed Female,366,Retriever Dog Breed,Bi color,1,8,Spayed Female,519,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A705005,6,Austin,Stray,Normal,Dog,Intact Female,243,Terrier Dog Breed,Bi color,7,10,Spayed Female,264,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A729699,6,Austin,Stray,Normal,Cat,Intact Male,45,Domestic Cat Breed,Bi color,8,5,Neutered Male,103,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A680491,6,Austin,Stray,Normal,Cat,Intact Female,76,Domestic Cat Breed,Black,7,3,Spayed Female,116,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A675414,3,Del Valle,Stray,Normal,Cat,Intact Male,50,Shorthair Cat Breed,Blue series,4,2,Neutered Male,58,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A775794,7,Travis,Stray,Injured,Dog,Intact Female,122,Retriever Dog Breed,Black,7,3,Spayed Female,147,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A801445,8,Travis,Stray,Normal,Cat,Intact Female,48,Domestic Cat Breed,Pattern,9,6,Spayed Female,99,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A679571,5,Pflugerville,Public Assist,Normal,Dog,Intact Male,2557,Hound Dong Breed,Red series,6,5,Intact Male,2566,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A754450,7,Austin,Stray,Normal,Cat,Intact Male,106,Domestic Cat Breed,Black,7,4,Intact Male,110,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A672181,2,Austin,Owner Surrender,Normal,Cat,Intact Male,123,Domestic Cat Breed,Black,2,10,Neutered Male,124,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A782976,10,Austin,Stray,Normal,Dog,Intact Female,730,Hound Dong Breed,Pattern,10,10,Intact Female,731,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A718636,1,Austin,Stray,Normal,Dog,Intact Male,730,Terrier Dog Breed,Pattern,4,1,Neutered Male,819,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A751148,6,Austin,Owner Surrender,Normal,Cat,Intact Male,37,Domestic Cat Breed,Pattern,7,4,Neutered Male,66,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A787392,2,Travis,Owner Surrender,Normal,Dog,Neutered Male,763,Working Dog Breed,Bi color,2,1,Neutered Male,765,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A706433,6,Austin,Stray,Normal,Dog,Neutered Male,730,Retriever Dog Breed,Bi color,7,6,Neutered Male,741,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A735592,9,Austin,Wildlife,Injured,Other,Unknown,366,Mice predating small mammals,Bi color,9,9,Unknown,366,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A664977,10,Travis,Stray,Injured,Dog,Intact Male,1461,Terrier Dog Breed,Bi color,10,10,Intact Male,1461,1.0,0.38314176245210724,Unhealthy,Intact,Not Wild Mammals,0-1 days
A806221,10,Austin,Owner Surrender,Normal,Cat,Intact Female,730,Domestic Cat Breed,Pattern,10,10,Spayed Female,735,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A795377,5,Travis,Stray,Normal,Dog,Intact Male,365,Terrier Dog Breed,Bi color,5,5,Intact Male,366,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A671759,1,Travis,Stray,Normal,Dog,Intact Female,365,Herding Dog Breed,Pattern,5,1,Spayed Female,486,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A769740,4,Austin,Owner Surrender,Normal,Dog,Spayed Female,1643,Toy Breed,Bi color,4,10,Spayed Female,1660,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A337603,9,Austin,Stray,Normal,Dog,Spayed Female,5462,Hound Dong Breed,Bi color,9,9,Spayed Female,5463,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A727252,5,Austin,Stray,Normal,Dog,Intact Female,731,Toy Breed,Gold series,5,5,Spayed Female,740,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A708399,7,Austin,Stray,Normal,Cat,Intact Male,21,Domestic Cat Breed,Pattern,7,7,Intact Male,22,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A739669,12,Austin,Stray,Normal,Cat,Intact Female,366,Domestic Cat Breed,Pattern,12,12,Spayed Female,384,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A726334,5,Manor,Stray,Normal,Dog,Intact Female,41,Working Dog Breed,Bi color,6,3,Spayed Female,78,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A724014,4,Austin,Stray,Normal,Cat,Intact Female,5,Domestic Cat Breed,White,4,4,Intact Female,5,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A665490,10,Austin,Owner Surrender,Normal,Dog,Intact Male,247,Herding Dog Breed,Blue series,11,2,Neutered Male,257,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A794876,5,Austin,Stray,Normal,Dog,Intact Male,730,Terrier Dog Breed,Bi color,5,5,Intact Male,732,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A741759,1,Leander,Stray,Injured,Cat,Intact Male,1096,Domestic Cat Breed,Pattern,2,1,Neutered Male,1130,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A778313,8,Austin,Stray,Normal,Dog,Intact Male,365,Toy Breed,White,8,8,Neutered Male,375,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A676959,4,Austin,Stray,Injured,Cat,Intact Female,151,Domestic Cat Breed,Pattern,4,11,Intact Female,158,1.0,0.15552099533437014,Unhealthy,Intact,Not Wild Mammals,more than 3 days
A753856,7,Austin,Stray,Normal,Dog,Intact Female,731,Retriever Dog Breed,Bi color,7,7,Spayed Female,736,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A809360,11,Austin,Stray,Normal,Dog,Intact Female,4,Hound Dong Breed,Brown series,11,11,Intact Female,6,0.0,1.1363636363636365,Healthy,Intact,Not Wild Mammals,2-3 days
A783279,10,Pflugerville,Stray,Normal,Dog,Intact Male,183,Terrier Dog Breed,Bi color,1,4,Neutered Male,278,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A673077,2,Travis,Public Assist,Normal,Dog,Intact Female,1826,Toy Breed,White,5,2,Spayed Female,1917,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A732010,7,Austin,Stray,Sick,Cat,Intact Male,52,Domestic Cat Breed,Black,10,6,Neutered Male,124,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A799257,7,Austin,Stray,Normal,Cat,Intact Female,23,Domestic Cat Breed,Pattern,8,6,Spayed Female,72,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A585692,9,Travis,Stray,Injured,Dog,Spayed Female,1822,Retriever Dog Breed,Black,12,9,Spayed Female,1893,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A750973,6,Austin,Stray,Normal,Dog,Intact Male,151,Working Dog Breed,Black,6,1,Neutered Male,159,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A810593,12,Austin,Public Assist,Normal,Cat,Intact Male,334,Domestic Cat Breed,Pattern,1,1,Neutered Male,359,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A778469,8,Austin,Stray,Normal,Dog,Intact Male,1461,Toy Breed,Bi color,8,8,Neutered Male,1465,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A778760,8,Austin,Stray,Injured,Dog,Intact Female,243,Hound Dong Breed,Pattern,9,12,Spayed Female,281,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A667301,11,Austin,Stray,Normal,Dog,Neutered Male,731,Retriever Dog Breed,Gold series,11,11,Neutered Male,732,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A666550,11,Austin,Stray,Normal,Cat,Intact Female,1826,Domestic Cat Breed,Pattern,11,11,Intact Female,1831,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A742161,1,Austin,Wildlife,Normal,Other,Unknown,366,Bat,Brown series,1,1,Unknown,367,1.0,0.38314176245210724,Healthy,Unknown,Wild Mammals,0-1 days
A683445,7,Austin,Stray,Normal,Cat,Intact Male,37,Domestic Cat Breed,Pattern,7,6,Intact Male,44,1.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A667184,11,Austin,Stray,Normal,Dog,Intact Male,365,Herding Dog Breed,Bi color,12,11,Neutered Male,407,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A717743,12,Austin,Wildlife,Sick,Other,Unknown,365,Procyonidae,Bi color,12,12,Unknown,365,1.0,0.38314176245210724,Unhealthy,Unknown,Not Wild Mammals,0-1 days
A780158,9,Austin,Stray,Normal,Cat,Spayed Female,184,Domestic Cat Breed,Pattern,9,3,Spayed Female,188,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A805217,9,Austin,Stray,Normal,Other,Intact Female,365,Rabbit,Gray,10,9,Spayed Female,390,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A747295,4,Austin,Stray,Feral,Cat,Intact Female,3,Domestic Cat Breed,Bi color,5,4,Intact Female,32,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A715624,11,Austin,Stray,Normal,Dog,Intact Female,4748,Toy Breed,Brown series,11,11,Intact Female,4752,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A740079,12,Austin,Stray,Normal,Dog,Intact Male,1096,Herding Dog Breed,Bi color,12,12,Neutered Male,1112,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A795948,5,Austin,Stray,Normal,Dog,Intact Male,730,Toy Breed,Bi color,5,5,Neutered Male,734,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A797901,6,Austin,Stray,Normal,Cat,Intact Female,46,Domestic Cat Breed,Pattern,8,5,Intact Female,91,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A677941,5,Austin,Owner Surrender,Nursing,Cat,Intact Female,15,Domestic Cat Breed,Pattern,5,4,Intact Female,16,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A759615,10,Austin,Stray,Normal,Dog,Neutered Male,365,Working Dog Breed,Bi color,10,10,Neutered Male,366,0.0,0.38314176245210724,Healthy,Sterilized,Not Wild Mammals,0-1 days
A763963,12,Austin,Stray,Normal,Dog,Intact Female,53,Terrier Dog Breed,Bi color,12,10,Intact Female,57,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A788749,2,Austin,Stray,Normal,Dog,Intact Male,730,Hound Dong Breed,Pattern,2,2,Neutered Male,740,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A605129,1,Austin,Owner Surrender,Normal,Dog,Neutered Male,2573,Retriever Dog Breed,Bi color,1,1,Neutered Male,2582,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A778844,8,Austin,Stray,Normal,Cat,Intact Male,31,Domestic Cat Breed,Bi color,8,7,Intact Male,31,0.0,0.38314176245210724,Healthy,Intact,Not Wild Mammals,0-1 days
A756697,8,Austin,Stray,Injured,Dog,Intact Female,4279,Terrier Dog Breed,Bi color,1,12,Spayed Female,4429,0.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A668300,12,Austin,Stray,Sick,Cat,Neutered Male,2918,Domestic Cat Breed,Bi color,12,12,Neutered Male,2922,1.0,0.15552099533437014,Unhealthy,Sterilized,Not Wild Mammals,more than 3 days
A687824,9,Austin,Stray,Normal,Dog,Intact Female,730,Working Dog Breed,Bi color,9,9,Spayed Female,733,0.0,1.1363636363636365,Healthy,Sterilized,Not Wild Mammals,2-3 days
A690406,10,Austin,Stray,Sick,Cat,Neutered Male,1461,Domestic Cat Breed,Black,10,10,Neutered Male,1462,1.0,0.38314176245210724,Unhealthy,Sterilized,Not Wild Mammals,0-1 days
A745408,3,Travis,Stray,Normal,Dog,Intact Female,34,Retriever Dog Breed,Bi color,4,2,Spayed Female,65,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
A702397,5,Austin,Stray,Normal,Cat,Intact Female,52,Domestic Cat Breed,Pattern,5,3,Intact Female,64,0.0,0.15552099533437014,Healthy,Intact,Not Wild Mammals,more than 3 days
A786866,1,Austin,Stray,Normal,Dog,Intact Male,1826,Toy Breed,Brown series,1,1,Neutered Male,1832,0.0,0.15552099533437014,Healthy,Sterilized,Not Wild Mammals,more than 3 days
